"Day ","Items ","Note ","Amount "
"29","Rental Expense","Cash Payment - Rental - Manila","-1860"
"29","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"29","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"28","Wholesales (B2B)","Revenue - B2B SO ID: 1365","2951130"
"28","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1365","-88000"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4535 ","-210000"
"28","Human Resource Expense","Counselled","-2000"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4556 ","-113120"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4556 ","-120000"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4556 ","-210000"
"28","Human Resource Expense","Counselled","-2000"
"28","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"28","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-6500"
"28","Marketing Expense","Cash Payment - Marketing - Manila","-6000"
"28","Marketing Expense","Cash Payment - Marketing - Bangkok","-6000"
"28","Marketing Expense","Cash Payment - Marketing - Jakarta","-6000"
"28","Salary Expense","Cash Payment - Salary Expense","-1544"
"28","Salary Expense","Cash Payment - Salary Expense","-1544"
"28","Salary Expense","Cash Payment - Salary Expense","-1526"
"28","Salary Expense","Cash Payment - Salary Expense","-1454"
"28","Salary Expense","Cash Payment - Salary Expense","-1472"
"28","Salary Expense","Cash Payment - Salary Expense","-15664"
"28","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","26856"
"28","Overdraft Used","Repayment","-2285157"
"28","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11120"
"28","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","48468"
"28","Retail","Revenue - Retail Sales Manila - Red Wine","46731"
"28","Retail","Revenue - Retail Sales Manila - White Wine","27166"
"28","Retail","Revenue - Retail Sales Manila - Sparkling Wine","7285"
"28","Retail","Revenue - Retail Sales Bangkok - Red Wine","16501"
"28","Retail","Revenue - Retail Sales Bangkok - White Wine","6804"
"28","Retail","Revenue - Retail Sales Jakarta - Red Wine","25114"
"28","Retail","Revenue - Retail Sales Jakarta - White Wine","48222"
"28","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","8370"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-93"
"28","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"28","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"28","Rental Expense","Cash Payment - Rental - Manila","-1860"
"28","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"28","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"27","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"27","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"27","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"27","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-6500"
"27","Marketing Expense","Cash Payment - Marketing - Manila","-6000"
"27","Marketing Expense","Cash Payment - Marketing - Bangkok","-6000"
"27","Marketing Expense","Cash Payment - Marketing - Jakarta","-6000"
"27","Salary Expense","Cash Payment - Salary Expense","-1544"
"27","Salary Expense","Cash Payment - Salary Expense","-1544"
"27","Salary Expense","Cash Payment - Salary Expense","-1526"
"27","Salary Expense","Cash Payment - Salary Expense","-1454"
"27","Salary Expense","Cash Payment - Salary Expense","-1472"
"27","Salary Expense","Cash Payment - Salary Expense","-15664"
"27","Overdraft Used","","214844"
"27","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 2173","-166283"
"27","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","28152"
"27","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11200"
"27","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","53046"
"27","Retail","Revenue - Retail Sales Manila - Red Wine","46324"
"27","Retail","Revenue - Retail Sales Manila - White Wine","27710"
"27","Retail","Revenue - Retail Sales Bangkok - Red Wine","14587"
"27","Retail","Revenue - Retail Sales Bangkok - White Wine","6732"
"27","Retail","Revenue - Retail Sales Jakarta - Red Wine","24186"
"27","Retail","Revenue - Retail Sales Jakarta - White Wine","49666"
"27","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","7564"
"27","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"27","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"27","Rental Expense","Cash Payment - Rental - Manila","-1860"
"27","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"27","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"27","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-3756"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4029 ","-112000"
"26","Overdraft Used","","429688"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4029 ","-120000"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4029 ","-168000"
"26","Human Resource Expense","Attended Training","-15000"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4186 ","-112000"
"26","Human Resource Expense","Staff Dismiss","-23000"
"26","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"26","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"26","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"26","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"26","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"26","Salary Expense","Cash Payment - Salary Expense","-1544"
"26","Salary Expense","Cash Payment - Salary Expense","-1544"
"26","Salary Expense","Cash Payment - Salary Expense","-1158"
"26","Salary Expense","Cash Payment - Salary Expense","-1104"
"26","Salary Expense","Cash Payment - Salary Expense","-1472"
"26","Salary Expense","Cash Payment - Salary Expense","-15664"
"26","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","25920"
"26","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10040"
"26","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","44814"
"26","Retail","Revenue - Retail Sales Manila - Red Wine","32671"
"26","Retail","Revenue - Retail Sales Manila - White Wine","18768"
"26","Retail","Revenue - Retail Sales Bangkok - Red Wine","14152"
"26","Retail","Revenue - Retail Sales Bangkok - White Wine","6120"
"26","Retail","Revenue - Retail Sales Jakarta - Red Wine","24360"
"26","Retail","Revenue - Retail Sales Jakarta - White Wine","51300"
"26","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","7812"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-310"
"26","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"26","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-210"
"26","Rental Expense","Cash Payment - Rental - Manila","-1860"
"26","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"26","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"26","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-3403"
"25","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3881 ","-26376"
"25","Human Resource Expense","Staff Dismiss","-15000"
"25","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"25","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"25","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"25","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"25","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"25","Salary Expense","Cash Payment - Salary Expense","-1544"
"25","Salary Expense","Cash Payment - Salary Expense","-1544"
"25","Salary Expense","Cash Payment - Salary Expense","-1544"
"25","Salary Expense","Cash Payment - Salary Expense","-1104"
"25","Salary Expense","Cash Payment - Salary Expense","-1472"
"25","Salary Expense","Cash Payment - Salary Expense","-15664"
"25","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:4025","-75000"
"25","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","24696"
"25","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","8880"
"25","Retail","Revenue - Retail Sales Manila - Red Wine","37851"
"25","Retail","Revenue - Retail Sales Manila - White Wine","21556"
"25","Retail","Revenue - Retail Sales Bangkok - Red Wine","12702"
"25","Retail","Revenue - Retail Sales Bangkok - White Wine","5760"
"25","Retail","Revenue - Retail Sales Jakarta - Red Wine","21779"
"25","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"25","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-385"
"25","Rental Expense","Cash Payment - Rental - Manila","-1860"
"25","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"25","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"25","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-2697"
"24","Wholesales (B2B)","Revenue - B2B SO ID: 1047","1053520"
"24","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1047","-72000"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3660 ","-46843"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3660 ","-143366"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3660 ","-272863"
"24","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"24","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3828 ","-36267"
"24","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"24","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"24","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"24","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"24","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"24","Salary Expense","Cash Payment - Salary Expense","-1544"
"24","Salary Expense","Cash Payment - Salary Expense","-1544"
"24","Salary Expense","Cash Payment - Salary Expense","-1544"
"24","Salary Expense","Cash Payment - Salary Expense","-1472"
"24","Salary Expense","Cash Payment - Salary Expense","-1472"
"24","Salary Expense","Cash Payment - Salary Expense","-15664"
"24","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","19740"
"24","Overdraft Used","Repayment","-625000"
"24","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","7366"
"24","Retail","Revenue - Retail Sales Manila - Red Wine","37999"
"24","Retail","Revenue - Retail Sales Manila - White Wine","18415"
"24","Retail","Revenue - Retail Sales Bangkok - Red Wine","16588"
"24","Retail","Revenue - Retail Sales Bangkok - White Wine","5916"
"24","Retail","Revenue - Retail Sales Jakarta - Red Wine","18694"
"24","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"24","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-595"
"24","Rental Expense","Cash Payment - Rental - Manila","-1860"
"24","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"24","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"24","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-2697"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3651 ","-75000"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3651 ","-218400"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3665 ","-112000"
"23","Overdraft Used","","234375"
"23","Human Resource Expense","Staff Dismiss","-21000"
"23","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"23","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"23","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"23","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"23","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"23","Salary Expense","Cash Payment - Salary Expense","-1544"
"23","Salary Expense","Cash Payment - Salary Expense","-1544"
"23","Salary Expense","Cash Payment - Salary Expense","-1544"
"23","Salary Expense","Cash Payment - Salary Expense","-1472"
"23","Salary Expense","Cash Payment - Salary Expense","-1472"
"23","Salary Expense","Cash Payment - Salary Expense","-15224"
"23","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","19656"
"23","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","6844"
"23","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","37520"
"23","Retail","Revenue - Retail Sales Manila - Red Wine","39183"
"23","Retail","Revenue - Retail Sales Manila - White Wine","20735"
"23","Retail","Revenue - Retail Sales Bangkok - Red Wine","16510"
"23","Retail","Revenue - Retail Sales Bangkok - White Wine","6496"
"23","Retail","Revenue - Retail Sales Jakarta - Red Wine","18746"
"23","Retail","Revenue - Retail Sales Jakarta - White Wine","32900"
"23","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"23","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-770"
"23","Rental Expense","Cash Payment - Rental - Manila","-1860"
"23","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"23","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"23","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-3724"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3462 ","-23908"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3462 ","-26100"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3462 ","-120000"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3462 ","-12400"
"22","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3462 ","-120000"
"22","Human Resource Expense","Attended Training","-15000"
"22","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"22","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"22","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"22","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"22","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"22","Salary Expense","Cash Payment - Salary Expense","-1544"
"22","Salary Expense","Cash Payment - Salary Expense","-1544"
"22","Salary Expense","Cash Payment - Salary Expense","-1544"
"22","Salary Expense","Cash Payment - Salary Expense","-1472"
"22","Salary Expense","Cash Payment - Salary Expense","-1472"
"22","Salary Expense","Cash Payment - Salary Expense","-15610"
"22","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","22316"
"22","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","7511"
"22","Retail","Revenue - Retail Sales Manila - Red Wine","42476"
"22","Retail","Revenue - Retail Sales Manila - White Wine","23838"
"22","Retail","Revenue - Retail Sales Bangkok - Red Wine","18226"
"22","Retail","Revenue - Retail Sales Bangkok - White Wine","6728"
"22","Retail","Revenue - Retail Sales Jakarta - Red Wine","21632"
"22","Retail","Revenue - Retail Sales Jakarta - White Wine","47250"
"22","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"22","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1015"
"22","Rental Expense","Cash Payment - Rental - Manila","-1860"
"22","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"22","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"22","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-3339"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3303 ","-70700"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3303 ","-75000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3303 ","-169680"
"21","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"21","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"21","Overdraft Used","","468750"
"21","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"21","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"21","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"21","Salary Expense","Cash Payment - Salary Expense","-1472"
"21","Salary Expense","Cash Payment - Salary Expense","-1472"
"21","Salary Expense","Cash Payment - Salary Expense","-1472"
"21","Salary Expense","Cash Payment - Salary Expense","-1472"
"21","Salary Expense","Cash Payment - Salary Expense","-1400"
"21","Salary Expense","Cash Payment - Salary Expense","-15610"
"21","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","22008"
"21","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","7453"
"21","Retail","Revenue - Retail Sales Manila - Red Wine","39025"
"21","Retail","Revenue - Retail Sales Manila - White Wine","23635"
"21","Retail","Revenue - Retail Sales Manila - Sparkling Wine","7285"
"21","Retail","Revenue - Retail Sales Bangkok - Red Wine","16640"
"21","Retail","Revenue - Retail Sales Bangkok - White Wine","7540"
"21","Retail","Revenue - Retail Sales Jakarta - Red Wine","21632"
"21","Retail","Revenue - Retail Sales Jakarta - White Wine","37758"
"21","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"21","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-1190"
"21","Rental Expense","Cash Payment - Rental - Manila","-1860"
"21","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"21","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"21","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-3339"
"20","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"20","Human Resource Expense","Counselled","-2000"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3135 ","-70000"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3135 ","-75000"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3135 ","-168000"
"20","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"20","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"20","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"20","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"20","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"20","Salary Expense","Cash Payment - Salary Expense","-1472"
"20","Salary Expense","Cash Payment - Salary Expense","-1472"
"20","Salary Expense","Cash Payment - Salary Expense","-1472"
"20","Salary Expense","Cash Payment - Salary Expense","-1472"
"20","Salary Expense","Cash Payment - Salary Expense","-1400"
"20","Salary Expense","Cash Payment - Salary Expense","-14980"
"20","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","19796"
"20","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","7743"
"20","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","40005"
"20","Retail","Revenue - Retail Sales Manila - Red Wine","41230"
"20","Retail","Revenue - Retail Sales Manila - White Wine","21982"
"20","Retail","Revenue - Retail Sales Bangkok - Red Wine","16770"
"20","Retail","Revenue - Retail Sales Bangkok - White Wine","6525"
"20","Retail","Revenue - Retail Sales Jakarta - Red Wine","20202"
"20","Retail","Revenue - Retail Sales Jakarta - White Wine","35293"
"20","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"20","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"20","Rental Expense","Cash Payment - Rental - Manila","-1860"
"20","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"20","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-2568"
"19","Overdraft Used","","937500"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2217 ","-168000"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2217 ","-194400"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2217 ","-208320"
"19","Sales E Commerce","Revenue - ECM SO ID: 2051","5000"
"19","Human Resource Expense","Counselled","-2000"
"19","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"19","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"19","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"19","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"19","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"19","Salary Expense","Cash Payment - Salary Expense","-1472"
"19","Salary Expense","Cash Payment - Salary Expense","-1472"
"19","Salary Expense","Cash Payment - Salary Expense","-1472"
"19","Salary Expense","Cash Payment - Salary Expense","-1472"
"19","Salary Expense","Cash Payment - Salary Expense","-1400"
"19","Salary Expense","Cash Payment - Salary Expense","-14630"
"19","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","21168"
"19","Retail","Revenue - Retail Sales Manila - Red Wine","42315"
"19","Retail","Revenue - Retail Sales Manila - White Wine","20735"
"19","Retail","Revenue - Retail Sales Bangkok - Red Wine","18798"
"19","Retail","Revenue - Retail Sales Bangkok - White Wine","6931"
"19","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","32271"
"19","Retail","Revenue - Retail Sales Jakarta - Red Wine","21840"
"19","Retail","Revenue - Retail Sales Jakarta - White Wine","36018"
"19","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"19","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"19","Rental Expense","Cash Payment - Rental - Manila","-1860"
"19","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"19","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"19","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-2568"
"18","Salary Expense","","-1400"
"18","Salary Expense","","-1400"
"18","Salary Expense","","-1472"
"18","Salary Expense","","-1472"
"18","Salary Expense","","-14998"
"18","Marketing Expense","","-20000"
"18","Wholesales (B2B)","Revenue - B2B SO ID: 1793","2275840"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2392 ","-169680"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2392 ","-205200"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2392 ","-186480"
"18","Human Resource Expense","Counselled","-2000"
"18","Human Resource Expense","Counselled","-2000"
"18","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"18","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"18","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"18","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"18","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"18","Salary Expense","Cash Payment - Salary Expense","-1472"
"18","Salary Expense","Cash Payment - Salary Expense","-1472"
"18","Salary Expense","Cash Payment - Salary Expense","-1472"
"18","Salary Expense","Cash Payment - Salary Expense","-1400"
"18","Salary Expense","Cash Payment - Salary Expense","-1400"
"18","Salary Expense","Cash Payment - Salary Expense","-14630"
"18","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 2235","-57776"
"18","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","19796"
"18","Overdraft Used","Repayment","-625000"
"18","Retail","Revenue - Retail Sales Manila - Red Wine","41965"
"18","Overdraft Used","Repayment","-625000"
"18","Retail","Revenue - Retail Sales Manila - White Wine","21344"
"18","Retail","Revenue - Retail Sales Manila - Sparkling Wine","7440"
"18","Retail","Revenue - Retail Sales Bangkok - Red Wine","18382"
"18","Retail","Revenue - Retail Sales Jakarta - Red Wine","18642"
"18","Retail","Revenue - Retail Sales Jakarta - White Wine","35670"
"18","Overdraft Used","Repayment","-625000"
"18","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"18","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"18","Rental Expense","Cash Payment - Rental - Manila","-1860"
"18","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"18","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"18","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-1027"
"17","Human Resource Expense","Counselled","-2000"
"17","Human Resource Expense","Staff Dismiss","-15000"
"17","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"17","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"17","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"17","Marketing Expense","Cash Payment - Marketing - Bangkok","-4000"
"17","Marketing Expense","Cash Payment - Marketing - Jakarta","-4000"
"17","Salary Expense","Cash Payment - Salary Expense","-1472"
"17","Salary Expense","Cash Payment - Salary Expense","-1472"
"17","Salary Expense","Cash Payment - Salary Expense","-1472"
"17","Salary Expense","Cash Payment - Salary Expense","-1400"
"17","Salary Expense","Cash Payment - Salary Expense","-1400"
"17","Salary Expense","Cash Payment - Salary Expense","-14630"
"17","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","21336"
"17","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","8033"
"17","Retail","Revenue - Retail Sales Manila - Red Wine","39095"
"17","Retail","Revenue - Retail Sales Manila - White Wine","21779"
"17","Retail","Revenue - Retail Sales Bangkok - Red Wine","17056"
"17","Retail","Revenue - Retail Sales Jakarta - Red Wine","19266"
"17","Retail","Revenue - Retail Sales Jakarta - White Wine","38831"
"17","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"17","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"17","Rental Expense","Cash Payment - Rental - Manila","-1860"
"17","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"17","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"17","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-4110"
"16","Human Resource Expense","Counselled","-2000"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2384 ","-112000"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2384 ","-194400"
"16","Human Resource Expense","Counselled","-2000"
"16","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
"16","Marketing Expense","Cash Payment - Marketing - Manila","-4000"
"16","Salary Expense","Cash Payment - Salary Expense","-1472"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2051","-50"
"16","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","19899"
"16","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","7105"
"16","Retail","Revenue - Retail Sales Manila - Red Wine","39480"
"16","Retail","Revenue - Retail Sales Manila - White Wine","22214"
"16","Retail","Revenue - Retail Sales Bangkok - Red Wine","9594"
"16","Retail","Revenue - Retail Sales Jakarta - Red Wine","9646"
"16","Retail","Revenue - Retail Sales Jakarta - White Wine","19372"
"16","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","3751"
"16","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"16","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"16","Rental Expense","Cash Payment - Rental - Manila","-1860"
"16","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"16","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"16","Interest Expense ","Cash Payment - Interest - For Overdraft Used","-4110"
"15","Human Resource Expense","Counselled","-2000"
"15","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"15","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-4000"
