"Day ","Items ","Note ","Amount "
"26","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"26","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3403"
"25","Human Resource Expense","Staff Dismiss","15000"
"25","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"25","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"25","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"25","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"25","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"25","Salary Expense","Cash Payment - Salary Expense","1544"
"25","Salary Expense","Cash Payment - Salary Expense","1544"
"25","Salary Expense","Cash Payment - Salary Expense","1544"
"25","Salary Expense","Cash Payment - Salary Expense","1104"
"25","Salary Expense","Cash Payment - Salary Expense","1472"
"25","Salary Expense","Cash Payment - Salary Expense","15664"
"25","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"25","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","385"
"25","Rental Expense","Cash Payment - Rental - Manila","1860"
"25","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"25","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"25","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"25","Interest Expense ","Cash Payment - Interest - For Overdraft Used","2697"
"24","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"24","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"24","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"24","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"24","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"24","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"24","Salary Expense","Cash Payment - Salary Expense","1544"
"24","Salary Expense","Cash Payment - Salary Expense","1544"
"24","Salary Expense","Cash Payment - Salary Expense","1544"
"24","Salary Expense","Cash Payment - Salary Expense","1472"
"24","Salary Expense","Cash Payment - Salary Expense","1472"
"24","Salary Expense","Cash Payment - Salary Expense","15664"
"24","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"24","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","595"
"24","Rental Expense","Cash Payment - Rental - Manila","1860"
"24","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"24","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"24","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"24","Interest Expense ","Cash Payment - Interest - For Overdraft Used","2697"
"23","Human Resource Expense","Staff Dismiss","21000"
"23","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"23","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"23","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"23","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"23","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"23","Salary Expense","Cash Payment - Salary Expense","1544"
"23","Salary Expense","Cash Payment - Salary Expense","1544"
"23","Salary Expense","Cash Payment - Salary Expense","1544"
"23","Salary Expense","Cash Payment - Salary Expense","1472"
"23","Salary Expense","Cash Payment - Salary Expense","1472"
"23","Salary Expense","Cash Payment - Salary Expense","15224"
"23","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"23","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","770"
"23","Rental Expense","Cash Payment - Rental - Manila","1860"
"23","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"23","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"23","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"23","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3724"
"22","Human Resource Expense","Attended Training","15000"
"22","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"22","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"22","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"22","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"22","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"22","Salary Expense","Cash Payment - Salary Expense","1544"
"22","Salary Expense","Cash Payment - Salary Expense","1544"
"22","Salary Expense","Cash Payment - Salary Expense","1544"
"22","Salary Expense","Cash Payment - Salary Expense","1472"
"22","Salary Expense","Cash Payment - Salary Expense","1472"
"22","Salary Expense","Cash Payment - Salary Expense","15610"
"22","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"22","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1015"
"22","Rental Expense","Cash Payment - Rental - Manila","1860"
"22","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"22","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"22","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"22","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3339"
"21","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"21","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"21","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"21","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"21","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"21","Salary Expense","Cash Payment - Salary Expense","1472"
"21","Salary Expense","Cash Payment - Salary Expense","1472"
"21","Salary Expense","Cash Payment - Salary Expense","1472"
"21","Salary Expense","Cash Payment - Salary Expense","1472"
"21","Salary Expense","Cash Payment - Salary Expense","1400"
"21","Salary Expense","Cash Payment - Salary Expense","15610"
"21","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"21","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","1190"
"21","Rental Expense","Cash Payment - Rental - Manila","1860"
"21","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"21","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"21","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"21","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3339"
"20","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"20","Human Resource Expense","Counselled","2000"
"20","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"20","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"20","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"20","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"20","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"20","Salary Expense","Cash Payment - Salary Expense","1472"
"20","Salary Expense","Cash Payment - Salary Expense","1472"
"20","Salary Expense","Cash Payment - Salary Expense","1472"
"20","Salary Expense","Cash Payment - Salary Expense","1472"
"20","Salary Expense","Cash Payment - Salary Expense","1400"
"20","Salary Expense","Cash Payment - Salary Expense","14980"
"20","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"20","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"20","Rental Expense","Cash Payment - Rental - Manila","1860"
"20","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"20","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"20","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft Used","2568"
"19","Human Resource Expense","Counselled","2000"
"19","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"19","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"19","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"19","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"19","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"19","Salary Expense","Cash Payment - Salary Expense","1472"
"19","Salary Expense","Cash Payment - Salary Expense","1472"
"19","Salary Expense","Cash Payment - Salary Expense","1472"
"19","Salary Expense","Cash Payment - Salary Expense","1472"
"19","Salary Expense","Cash Payment - Salary Expense","1400"
"19","Salary Expense","Cash Payment - Salary Expense","14630"
"19","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"19","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"19","Rental Expense","Cash Payment - Rental - Manila","1860"
"19","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"19","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"19","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"19","Interest Expense ","Cash Payment - Interest - For Overdraft Used","2568"
"18","Human Resource Expense","Counselled","2000"
"18","Human Resource Expense","Counselled","2000"
"18","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"18","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"18","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"18","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"18","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"18","Salary Expense","Cash Payment - Salary Expense","1472"
"18","Salary Expense","Cash Payment - Salary Expense","1472"
"18","Salary Expense","Cash Payment - Salary Expense","1472"
"18","Salary Expense","Cash Payment - Salary Expense","1400"
"18","Salary Expense","Cash Payment - Salary Expense","1400"
"18","Salary Expense","Cash Payment - Salary Expense","14630"
"18","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 2235","57776"
"18","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"18","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"18","Rental Expense","Cash Payment - Rental - Manila","1860"
"18","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"18","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"18","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"18","Interest Expense ","Cash Payment - Interest - For Overdraft Used","1027"
"17","Human Resource Expense","Counselled","2000"
"17","Human Resource Expense","Staff Dismiss","15000"
"17","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"17","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"17","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"17","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"17","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"17","Salary Expense","Cash Payment - Salary Expense","1472"
"17","Salary Expense","Cash Payment - Salary Expense","1472"
"17","Salary Expense","Cash Payment - Salary Expense","1472"
"17","Salary Expense","Cash Payment - Salary Expense","1400"
"17","Salary Expense","Cash Payment - Salary Expense","1400"
"17","Salary Expense","Cash Payment - Salary Expense","14630"
"17","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"17","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"17","Rental Expense","Cash Payment - Rental - Manila","1860"
"17","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"17","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"17","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"17","Interest Expense ","Cash Payment - Interest - For Overdraft Used","4110"
"16","Human Resource Expense","Counselled","2000"
"16","Human Resource Expense","Counselled","2000"
"16","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"16","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"16","Salary Expense","Cash Payment - Salary Expense","1472"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2051","50"
"16","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"16","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"16","Rental Expense","Cash Payment - Rental - Manila","1860"
"16","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"16","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"16","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"16","Interest Expense ","Cash Payment - Interest - For Overdraft Used","4110"
"15","Human Resource Expense","Counselled","2000"
"15","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"15","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"15","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"15","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"15","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"15","Salary Expense","Cash Payment - Salary Expense","1472"
"15","Salary Expense","Cash Payment - Salary Expense","1472"
"15","Salary Expense","Cash Payment - Salary Expense","1472"
"15","Salary Expense","Cash Payment - Salary Expense","1400"
"15","Salary Expense","Cash Payment - Salary Expense","1400"
"15","Salary Expense","Cash Payment - Salary Expense","14998"
"15","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 1365","144783"
"15","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 1793","69819"
"15","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"15","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"15","Rental Expense","Cash Payment - Rental - Manila","1860"
"15","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"15","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"15","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"15","Interest Expense ","Cash Payment - Interest - For Overdraft Used","4110"
"14","Human Resource Expense","Cash Payment - Staff Recruiting - Production","45000"
"14","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"14","Human Resource Expense","Counselled","2000"
"14","Human Resource Expense","Counselled","2000"
"14","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"14","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"14","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"14","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"14","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"14","Salary Expense","Cash Payment - Salary Expense","1472"
"14","Salary Expense","Cash Payment - Salary Expense","1472"
"14","Salary Expense","Cash Payment - Salary Expense","1472"
"14","Salary Expense","Cash Payment - Salary Expense","1400"
"14","Salary Expense","Cash Payment - Salary Expense","1400"
"14","Salary Expense","Cash Payment - Salary Expense","14998"
"14","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"14","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"14","Rental Expense","Cash Payment - Rental - Manila","1860"
"14","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"14","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"14","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"14","Interest Expense ","Cash Payment - Interest - For Overdraft Used","4110"
"13","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"13","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","3000"
"13","Marketing Expense","Cash Payment - Marketing - Manila","3000"
"13","Marketing Expense","Cash Payment - Marketing - Bangkok","3000"
"13","Salary Expense","Cash Payment - Salary Expense","1472"
"13","Salary Expense","Cash Payment - Salary Expense","1472"
"13","Salary Expense","Cash Payment - Salary Expense","1472"
"13","Salary Expense","Cash Payment - Salary Expense","1400"
"13","Salary Expense","Cash Payment - Salary Expense","1400"
"13","Salary Expense","Cash Payment - Salary Expense","13248"
"13","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 1047","113521"
"13","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"13","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"13","Rental Expense","Cash Payment - Rental - Manila","1860"
"13","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"13","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"12","Human Resource Expense","Cash Payment - Staff Recruiting - Jakarta","60000"
"12","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"12","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","3000"
"12","Marketing Expense","Cash Payment - Marketing - Manila","3000"
"12","Marketing Expense","Cash Payment - Marketing - Bangkok","3000"
"12","Salary Expense","Cash Payment - Salary Expense","1472"
"12","Salary Expense","Cash Payment - Salary Expense","1472"
"12","Salary Expense","Cash Payment - Salary Expense","1472"
"12","Salary Expense","Cash Payment - Salary Expense","1400"
"12","Salary Expense","Cash Payment - Salary Expense","1400"
"12","Salary Expense","Cash Payment - Salary Expense","13248"
"12","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"12","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"12","Rental Expense","Cash Payment - Rental - Manila","1860"
"12","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"12","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"11","Human Resource Expense","Counselled","2000"
"11","Human Resource Expense","Counselled","2000"
"11","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"11","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","3000"
"11","Marketing Expense","Cash Payment - Marketing - Manila","3000"
"11","Marketing Expense","Cash Payment - Marketing - Bangkok","3000"
"11","Salary Expense","Cash Payment - Salary Expense","1400"
"11","Salary Expense","Cash Payment - Salary Expense","1400"
"11","Salary Expense","Cash Payment - Salary Expense","1400"
"11","Salary Expense","Cash Payment - Salary Expense","1400"
"11","Salary Expense","Cash Payment - Salary Expense","13248"
"11","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"11","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"11","Rental Expense","Cash Payment - Rental - Manila","1860"
"11","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"10","Human Resource Expense","Counselled","2000"
"10","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"10","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"10","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"10","Salary Expense","Cash Payment - Salary Expense","1400"
"10","Salary Expense","Cash Payment - Salary Expense","1400"
"10","Salary Expense","Cash Payment - Salary Expense","1400"
"10","Salary Expense","Cash Payment - Salary Expense","1400"
"10","Salary Expense","Cash Payment - Salary Expense","12600"
"10","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"10","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"10","Rental Expense","Cash Payment - Rental - Manila","1860"
"10","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"10","Interest Expense ","Cash Payment - Interest - For Overdraft Used","257"
"9","Human Resource Expense","Cash Payment - Staff Recruiting - Bangkok","60000"
"9","Human Resource Expense","Counselled","2000"
"9","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"9","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"9","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"9","Salary Expense","Cash Payment - Salary Expense","1400"
"9","Salary Expense","Cash Payment - Salary Expense","1400"
"9","Salary Expense","Cash Payment - Salary Expense","1400"
"9","Salary Expense","Cash Payment - Salary Expense","1400"
"9","Salary Expense","Cash Payment - Salary Expense","12600"
"9","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"9","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"9","Rental Expense","Cash Payment - Rental - Manila","1860"
"9","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"9","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3339"
"8","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"8","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"8","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"8","Salary Expense","Cash Payment - Salary Expense","1400"
"8","Salary Expense","Cash Payment - Salary Expense","1400"
"8","Salary Expense","Cash Payment - Salary Expense","1400"
"8","Salary Expense","Cash Payment - Salary Expense","12600"
"8","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"8","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"8","Rental Expense","Cash Payment - Rental - Manila","1860"
"8","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3339"
"7","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"7","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"7","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"7","Salary Expense","Cash Payment - Salary Expense","1400"
"7","Salary Expense","Cash Payment - Salary Expense","1400"
"7","Salary Expense","Cash Payment - Salary Expense","1400"
"7","Salary Expense","Cash Payment - Salary Expense","12600"
"7","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 387","74268"
"7","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"7","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"7","Rental Expense","Cash Payment - Rental - Manila","1860"
"7","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3339"
"6","Human Resource Expense","Counselled","2000"
"6","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"6","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"6","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"6","Salary Expense","Cash Payment - Salary Expense","1400"
"6","Salary Expense","Cash Payment - Salary Expense","1400"
"6","Salary Expense","Cash Payment - Salary Expense","1400"
"6","Salary Expense","Cash Payment - Salary Expense","12600"
"6","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"6","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"6","Rental Expense","Cash Payment - Rental - Manila","1860"
"6","Interest Expense ","Cash Payment - Interest - For Overdraft Used","1027"
"5","Human Resource Expense","Counselled","2000"
"5","Human Resource Expense","Counselled","2000"
"5","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"5","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"5","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"5","Salary Expense","Cash Payment - Salary Expense","1400"
"5","Salary Expense","Cash Payment - Salary Expense","1400"
"5","Salary Expense","Cash Payment - Salary Expense","1400"
"5","Salary Expense","Cash Payment - Salary Expense","12600"
"5","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 156","83499"
"5","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"5","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"5","Rental Expense","Cash Payment - Rental - Manila","1860"
"5","Interest Expense ","Cash Payment - Interest - For Overdraft Used","1027"
"4","Human Resource Expense","Counselled","2000"
"4","Human Resource Expense","Counselled","2000"
"4","Human Resource Expense","Counselled","2000"
"4","Human Resource Expense","Counselled","2000"
"4","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"4","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","2700"
"4","Marketing Expense","Cash Payment - Marketing - Manila","2700"
"4","Salary Expense","Cash Payment - Salary Expense","1400"
"4","Salary Expense","Cash Payment - Salary Expense","1400"
"4","Salary Expense","Cash Payment - Salary Expense","1400"
"4","Salary Expense","Cash Payment - Salary Expense","12600"
"4","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"4","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"4","Rental Expense","Cash Payment - Rental - Manila","1860"
"3","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"3","Salary Expense","Cash Payment - Salary Expense","1400"
"3","Salary Expense","Cash Payment - Salary Expense","1400"
"3","Salary Expense","Cash Payment - Salary Expense","1400"
"3","Salary Expense","Cash Payment - Salary Expense","12600"
"3","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"3","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"3","Rental Expense","Cash Payment - Rental - Manila","1860"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Ho Chi Minh City","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Butterworth","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Manila","60000"
"2","Salary Expense","Cash Payment - Salary Expense","1400"
"2","Salary Expense","Cash Payment - Salary Expense","1400"
"2","Salary Expense","Cash Payment - Salary Expense","1400"
"2","Salary Expense","Cash Payment - Salary Expense","12600"
"2","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"2","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"2","Rental Expense","Cash Payment - Rental - Manila","1860"
"1","Salary Expense","Cash Payment - Salary Expense","12600"
